1_BER_CK_1	11_BER_CK5	13_BER_CK6	19_2_CK_7U	17_8_CK_7	3_40_CK_2	5_41_CK_3
DHA2_152878	-0.605194376258293	-0.701532214663699	-0.675721798533367	-0.126542531180096	-0.0293459021406708	1.87800567269072	0.260331150085415
DHA2_153796	-4.2820290056301	-2.41667329897593	-1.22601630580835	1.76168003310585	2.18701268033266	2.25120773641812	1.72481816055773
DHA2_154521	1.02688629592069	0.587294784867897	0.727679263765317	-1.13259341176724	-0.109237028262729	-0.45419950561641	-0.645830398907515
DHA2_153385	2.49418858591421	2.3352979732249	2.56968295789623	-2.12935335727866	-2.8815787568675	-0.803275502535195	-1.58496190035398
DHA2_150573	0.960549984873607	0.588202410272075	0.685072897483748	-0.429454186749602	-0.156100131296812	-0.777088762215453	-0.871182212367561
DHA2_8708	-0.210000312601176	-0.745274831931514	-0.451003575387476	-0.433004888357237	-0.38232929861031	1.62244553652201	0.599167370365707
DHA2_16368	-0.143253557617733	-0.833716683277219	-0.586864394493055	0.151994656483371	-0.0208976863061938	0.751993193233073	0.680744471977752
DHA2_5638	1.21490089515233	0.912629554469595	1.46364263670512	-1.16721228680818	-0.680249810518175	-1.55980912238235	-0.183901866618337
DHA2_17520	-0.818818418309498	-1.46962142649926	-1.47250325260298	-1.09775879682038	-0.965176065621797	4.46086876233743	1.36300919751648
DHA2_153931	-2.73478921384515	-2.76052196307519	-4.31878959713093	1.9590092238794	2.67335567593291	2.50732665245252	2.67440922178644
DHA2_154147	-1.12975508328174	-1.40333039728461	-1.50545627776453	0.264021944680451	1.64778939672189	1.07482930228636	1.05190111464219
DHA2_153809	1.42725205756083	0.597048941390032	0.744865396826578	-0.563503388775459	-0.764005671016307	-0.566366926008849	-0.875290409976826
DHA2_153891	1.04118531680518	0.85652300503875	0.936319223018448	-1.09354953605619	-0.612526015038519	-0.0728639418084276	-1.05508805195924
DHA2_8217	1.37197579882973	0.676798950369593	1.07172450294272	-0.23845676405041	-0.787014500643462	-1.1679808853851	-0.927047102063066
DHA2_14180	-0.0896464893357685	-0.746968345262369	-0.533154414080476	0.126719002342524	-0.359333242491216	1.39414609896246	0.20823738986485
DHA2_154491	4.74755333548175	4.81527644465358	4.63680483089741	-3.54990865275818	-3.54990865275818	-3.54990865275818	-3.54990865275818
DHA2_151851	-0.14046409399594	-0.608608627030543	-0.643335624025148	0.185852735233514	-0.202750747981806	1.08527490034092	0.324031457459004
DHA2_r060	-0.588849630544647	-0.929044814706705	-0.602940364951344	-1.16610426200743	0.875894592561149	1.41428977705976	0.996754702589206
DHA2_154548	-3.48946933945912	-1.93120170540338	-3.48946933945912	-3.48946933945912	4.48019346210839	3.88513547973182	4.03428078194054
DHA2_16824	-0.828029677817939	-0.802186402813032	-0.354633797439545	0.829255048399796	0.291697936804137	0.709872654723911	0.154024238142672
DHA2_154143	-0.966771224786515	-1.52996626460705	-1.36314730314312	2.83194671298859	0.209576036324322	0.629936963029116	0.188425080194662
DHA2_154195	-2.54787803886809	-3.27894678329315	-2.2596349313146	3.1576988358382	3.34678589679888	0.440219048478729	1.14175597236002
DHA2_r028	1.49743695841899	0.84736986425012	0.954739739622794	-0.931056625171307	-0.518527333829538	-1.05868821449084	-0.79127438880022
DHA2_154046	-0.392266297687216	-0.932834084874751	-0.645211908670696	-0.383723041259456	-0.197536947962235	1.16130940758033	1.39026287287402
DHA2_152865	-0.955720087298407	-0.873018483045546	-0.789888332618549	-0.428835991236563	-0.141416908202055	1.20930926009627	1.97957054230485
DHA2_151473	1.05423057150117	0.663957255732477	0.993225023112583	-0.35674555223104	-0.392581061593493	-1.351471655466	-0.610614581055696
DHA2_153976	-2.31114900999585	-1.73117002784869	-2.30778283224584	1.17378253264141	2.05244243887996	1.61696088287136	1.50691601569765
DHA2_154081	1.38709973584282	0.685400708369748	0.836083614092969	-0.546296507545843	-0.388136058839487	-1.48700063688877	-0.487150855031436
DHA2_13590	-0.616812823296623	-0.691054555253643	-0.353449776161888	0.574616795985234	0.494707071093892	0.276322725382835	0.315670562250196
DHA2_154405	-0.65214699713049	-0.981141462167297	-0.893788229524892	0.116120572597026	0.245550378248485	1.70527902122408	0.460126716753098
DHA2_153794	-0.584737229164375	-0.523711817879212	-0.594618218182829	0.0841210550197626	-0.00920251875572475	0.874088516629611	0.754060212332773
DHA2_153935	1.19912340782797	0.685748081317238	1.04076298791705	-1.58283315104572	-0.313447717039439	-0.285760570509135	-0.743593038467957
DHA2_7139	-0.231667160371922	-0.67003858175555	-0.578816560126544	0.295838221209332	-0.0770352017398164	0.969104119882017	0.292615162902484
DHA2_154048	-0.749842997452889	-1.04151741832004	-1.03405864932941	0.449838486559722	0.081112556825147	1.03477645672489	1.25969156499258
DHA2_153355	1.04712646394731	0.699448292404572	0.729723210046991	-1.06547790905724	-0.637931123009775	-0.00227732781304724	-0.770611606518816
DHA2_151728	1.4014772596811	0.938421094363065	0.843595981037963	-0.388200713397023	-1.53910898554309	0.0890609819228327	-1.34524561806485
DHA2_153842	-2.40623848556783	-1.85903579778941	-2.18972944488489	1.59720631874343	-2.57173450077363	3.96004990619468	3.46948200407766
DHA2_152378	-0.155677791114021	-1.05306217405754	-0.617748348973615	0.31643002906724	-0.089296281043616	0.8538411291998	0.745513436921748
DHA2_154301	-0.499510424615801	-1.17377684988027	-1.08095216547667	1.17404060895308	-1.01265953782634	1.06614484267592	1.52671352617009
DHA2_152679	-0.256899711033565	-0.653320908817305	-0.526959791032054	0.309555574160226	0.0854937088673786	0.643082313655633	0.399048814199688
DHA2_152089	0.993655534798403	0.626474503281408	0.736252669762298	-0.160183618531168	-0.288656046630756	-0.6581151455993	-1.24942789708088
DHA2_153793	-0.295683279568369	-1.00574430874394	-0.609346802971649	0.0896646554003127	-0.0768645297854889	1.32252327283556	0.575450992833566
DHA2_154547	-0.356526298032911	-0.641424070956893	-0.485811269316114	-1.05669835988983	0.708856726943399	1.3093129521315	0.522290319120852
DHA2_153073	-1.44228522365246	-1.24516522236973	-0.941285034075635	1.56695684726889	1.12813908668744	0.625613713679835	0.308025832461665
DHA2_154169	1.52217458948108	1.64216459763043	1.94198947804967	-2.11350212932243	-1.69963921499735	-0.616874644066836	-0.676312676774572
DHA2_r062	-0.16523505533608	-1.01241304717512	-0.502159655669749	-0.265855255530253	-0.388800711370003	1.60745203862221	0.727011686459003
DHA2_154700	-0.225475651895584	-0.877547415852887	-0.693598591554587	1.09994134566969	1.03640782734718	-0.315252312798489	-0.0244752009153242
DHA2_154144	-0.300145012446254	-0.994451111877273	-0.768633963940834	-1.88977951318491	1.3549243442696	1.46482872865159	1.13325652852808
DHA2_154652	1.16165321373785	1.02194678775022	0.962440987077606	-1.09948797329585	-0.283496490346774	-1.37677145229947	-0.386285072623576
DHA2_153474	-0.277191984503292	-0.345292608696283	-0.830368364708642	1.09412319923733	0.437402233035707	-0.447159749711629	0.368487275346807
DHA2_154165	7.41363633439806	6.95521604481979	7.15658132132973	-5.88671459272547	0.846355165018393	-8.71587814876602	-7.76919612407448
DHA2_153815	-0.937837948934741	-0.701863720274126	-0.261354112249006	0.509653196162425	0.451158889182684	0.663195914810728	0.277047781302034
DHA2_154172	-0.622321391145665	-0.662936311517077	-0.496932682605921	-0.15513000597997	0.201690658465907	0.966921741523389	0.768707991259333
DHA2_151469	-0.822644054656884	-1.50720087199491	-1.32747858295232	1.92760569361015	-0.0351849177576185	1.06509824976812	0.699804483983462
DHA2_14093	-0.136394341333519	-0.603564450020972	-0.583407720704351	0.0247617957265085	-0.282744060809042	1.09185728844272	0.489491488698659
DHA2_153905	-0.984408322459307	-1.42414601722878	-1.21305714586859	3.64352487080103	-5.62752297738721	2.88843003004395	2.71717956209889
DHA2_154047	-1.49785635841015	-1.40667622880612	-1.25396227262771	0.703366878699848	0.308898739517828	1.45839535431871	1.68783388730759
DHA2_103713	-0.277294007688678	-0.686562672378933	-0.577277791572977	0.200695047673241	-0.0283294008006028	1.37103614032016	-0.00226731555220816
DHA2_153658	-1.7532651591072	-1.78821659321526	-2.06323870616849	-0.780357753333083	-0.36274493301373	4.07675443171696	2.6710687131208
DHA2_151125	-1.16440965643474	-1.45269779310302	-1.28815743501612	0.922018517151592	-0.72721950950643	2.19756365087938	1.51290222602934
DHA2_153821	-1.55417192857161	-0.591784605382016	-0.813701221918526	-1.70636524452291	0.910318393271108	2.14018931630526	1.61551529081869
DHA2_153606	-3.94496543927768	-1.59084115264885	-0.735515622552507	2.14180351662877	1.89497498353207	0.757017599695883	1.47752611462231
DHA2_154555	-4.01906994264397	-4.01906994264397	-4.01906994264397	3.81293393405719	3.91059680187361	2.22842089964288	2.10525819235823
DHA2_151885	-0.501210441990622	-1.09118240067862	-0.957111921421678	0.551288242152904	1.04052969004983	0.496960984489776	0.460725847398414
DHA2_154281	2.25842890978981	2.1443514737752	2.43283737356299	-4.59389947188971	0.658381824598509	-1.23437005353931	-1.66573005629749
DHA2_152381	-0.724144297901185	-1.09976797111065	-0.926157182154791	0.470235687640605	0.56454033223247	0.883611876235454	0.831681555058104
DHA2_152758	1.3131728896615	0.894851059001661	1.27541736488801	-1.10925532783863	-0.568130644091211	-1.32746138931833	-0.478593952302994
DHA2_153782	-0.329312084993356	-0.980934889783593	-0.826655414806551	0.922710773160563	-0.110771106385265	0.899668372408613	0.425294350399587
DHA2_r029	1.69556537604134	0.81258700515082	2.57090874306814	-2.48374168049818	-0.377821665558558	-2.00304389773381	-0.214453880469759
DHA2_152369	1.09343595306653	0.499204180621801	0.765926460280632	-0.989314396177505	-1.0507298365082	0.245389979768518	-0.563912341051781
DHA2_r061	-0.403098186805998	-1.12416459541904	-0.614823104677743	-0.0544349501446142	0.0300437690850934	1.12826310523334	1.03821396272897
DHA2_14374	-0.56696423481781	-0.536715948694216	-1.19854416070881	0.348815424762218	0.124519441449078	1.30710070070838	0.521788777301152
DHA2_152668	-0.582041892340939	-1.20526418248733	-1.58791499705327	1.51065820493167	0.529191013770157	1.34752645287106	-0.0121545996913497
DHA2_153741	3.11181337473364	2.30423289052411	2.27238508188963	-1.09409873282358	-1.99635841191517	-2.51167424594829	-2.08629995646034
DHA2_154305	-0.399391560509738	-0.846141755918412	-0.543260316550899	-0.00186402587654833	0.103799677501634	0.886185260129311	0.800672721224654
DHA2_154135	1.07267631857327	0.702272874665303	0.741677441999546	-0.549257168000813	-0.261476343731367	-1.1088742341776	-0.597018889328341
DHA2_150515	1.77034721044486	1.60823227719993	1.59165447802462	-1.39958085256286	-1.58567742421088	-1.05694581123121	-0.928029877664454
DHA2_154099	3.31541211589649	2.82833350070272	2.77086475574013	-3.1739759889811	0.487440109482863	-3.31976115183852	-2.90831334100259
DHA2_151229	-0.31304519473265	-0.816796133169149	-0.496735660304227	0.280054964977126	0.366266962393084	0.660414340960626	0.319840719875193
DHA2_16967	1.05958678416234	0.501484126842151	0.721482276844295	-0.236867527794265	-0.169080875258622	-1.34838398133586	-0.528220803460034
DHA2_154129	-1.5382457852686	-2.01936379451397	-1.44720773650921	1.59719487824569	0.843759452376544	1.21302428987233	1.35083869579722
DHA2_150574	1.28269935442189	0.739759373957318	0.826767735021846	-0.325462018431741	0.0568623754347684	-1.27166917196706	-1.30895764843702
DHA2_153901	-0.505130488206968	-0.769777436623176	-0.526174687496439	1.21165373135419	-0.63977197537244	0.745330642218226	0.483870214126608
DHA2_153973	-2.42196595076573	-2.84796750616218	-2.57221551361787	2.8096344011318	2.39269576840827	1.27182808139502	1.36799071961068
DHA2_152891	0.00366555312349881	-0.676548487620346	-0.899988712689472	0.21266686998622	0.0632441322229607	0.886253535506603	0.410707109470541
DHA2_151940	1.36269273371763	1.03561369667723	1.12396602843092	0.395273258085	0.00406056925428544	-1.9112853467042	-2.01032093946087
DHA2_154125	-0.437305330906299	-1.33631396320424	-0.668293368317189	1.64922897720124	-0.394962173695586	1.14806635623849	0.0395795026835914
DHA2_153478	-0.3778224456853	-0.953873940337287	-0.845130487307882	0.132821381961922	-0.247238009403164	1.59602362073645	0.695219880035269
DHA2_153009	-1.55797405025805	-1.74019620612627	-1.61527496216194	0.959003122354044	0.451577094786218	1.789500194592	1.713364806814
DHA2_9276	-0.731401861047003	-1.09126472744166	-1.03345757430085	0.33216296377066	1.8979542167176	-0.0681805759197065	0.694187558220953
DHA2_154221	1.57733795158626	1.09655100933333	1.237671544338	-1.67652032134734	-1.14933580846568	-0.810830396007172	-0.274873979437395
DHA2_152081	1.43768641199905	1.13808128852945	1.07326887786426	-2.3462128230343	0.339988651587452	-0.941719644602218	-0.701092762343686
DHA2_16958	-0.196378780980284	-0.63871039588288	-0.626148741244767	0.258690352859686	0.134396404228617	0.910864282130966	0.157286878888662
DHA2_154043	-2.66385460960322	-3.12528414123568	-2.532666344553	2.17935885670781	1.85186822333556	2.05218084482152	2.238397170527
DHA2_154391	-0.282080222257784	-0.678148488208633	-0.390827199977165	1.12358148457297	0.394379800081554	0.314361780770763	-0.481267154981701
DHA2_154111	1.91621871035105	1.34806562836612	1.39785389602199	-1.45545650466415	0.0411187387723482	-1.71662702963913	-1.53117343920822
DHA2_154492	5.32096409309936	5.00381851212058	5.01165208323224	-4.0803015752094	-3.09552996282398	-4.0803015752094	-4.0803015752094
DHA2_154167	2.69653419315719	2.62690649527962	2.73702370037851	-2.00183860119599	-2.30956253260733	-1.64612780054984	-2.10293545446216
DHA2_150293	2.45863391739564	2.20433512798903	1.5191483917524	-1.68113915319221	-1.95537435281947	-1.02267962252543	-1.52292430859996
DHA2_154300	-1.60169682194781	-1.05194009292039	-2.01384893018308	1.56511591419281	-0.82120385224068	2.31818053674874	1.6053932463504
DHA2_154388	-0.158782959273681	-0.769914429500655	-0.47171501382107	0.0629478479450718	-0.084376020219743	0.945891199420789	0.475949375449288
DHA2_16823	-0.372756569994859	-0.927899427002799	-0.603358773568905	0.268172436589625	0.220666611807211	0.922831413146673	0.492344309023061
DHA2_151705	-0.872358614961875	-1.09237216365557	-1.10882104213734	1.0795649563881	0.424850639500834	1.01254470032851	0.556591524537346
DHA2_154196	-4.91953268222388	-4.94526543145391	-4.91712859061459	4.61982856306411	5.48003490678154	2.00467767670824	2.67738555773848
DHA2_151571	-0.384925279947803	-1.18439633922996	-0.681782429449552	0.814588904311861	0.712028306861772	0.350921591831533	0.373565245622148
DHA2_10608	0.939649948793218	0.357981246599053	0.785378431386683	-0.0862964594508231	-0.278897815551071	-0.964828383849158	-0.752986967927898
DHA2_154341	-0.827256885660519	-1.07608620830805	-1.04623655866803	0.294506976306611	0.322165612872018	1.44086324071733	0.892043822740643
DHA2_17150	-0.584489042958333	-1.03307542725681	-1.15563111420031	0.76890990207354	-0.0210230395281688	1.26366658227124	0.761642139598841
DHA2_153802	1.63369288156927	0.807805496502876	1.08305262187687	-0.604948575126606	-0.853414021479752	-1.2154140924376	-0.850774310905063
DHA2_154045	-2.0825625269993	-1.61248610328778	-2.62671517694638	1.01906849099856	0.800804457127613	2.14937262875292	2.35251823035437
DHA2_150640	4.79893425250081	4.36507790181506	4.57786982147413	-3.55029999869137	-2.54330286799336	-4.46640291243924	-3.18187619666603
DHA2_153887	1.25041513691899	0.962144771314304	1.0247153847701	-1.02786796233919	-1.28794245351347	-0.110725528732289	-0.810739348418437
DHA2_27827	-0.146896169579666	-0.777685630669287	-0.521926625356508	0.16126003676691	-0.127483109236758	1.01569690605125	0.397034592024063
DHA2_154198	-0.714482988586012	-1.0512389505791	-1.09069905163816	1.50240530031352	1.3410070695503	0.100720567048384	-0.0877119461089286
DHA2_153830	-0.256092222712028	-0.671421622112751	-0.629752685473436	-0.164850293909187	1.14061726243189	0.368577760966986	0.212921800808536
DHA2_152313	-3.24620346140469	-3.07078851899305	-3.53220182443915	2.26610777820937	2.37741255640469	2.96357281792988	2.24210065229295
DHA2_8462	-0.0907033509250699	-0.827406642197731	-0.509174869020017	0.327434397263072	-0.105825350995625	0.462217971671603	0.743457844203762
DHA2_153106	-0.514037541486289	-0.427311691774513	-0.421236749327125	-0.115468364736145	-0.239213135509891	1.63410981389776	0.0831576689362006
DHA2_10329	-0.352976851322452	-0.46130996334966	-0.777270046571758	0.461329216550132	-0.048104775953032	0.663682964430041	0.514649456216734
DHA2_153588	-0.606313134472098	-0.484866673593245	-0.530530914612282	0.272302915651014	-0.0540531632980912	1.73636300706551	-0.332902036740803
DHA2_154057	-4.15279773260432	-3.75341365210855	-3.02740137579276	3.71348716783795	4.35226278137048	0.91555821810619	1.95230459319101
DHA2_152567	-1.25211813813403	-1.20072637873077	-1.55365095373625	-0.672948094694107	-0.80253677206723	3.80802104687644	1.67395929048595
DHA2_150513	-0.254233114797625	-0.813392587441657	-0.527343880875264	-0.845832236015418	0.463105725040478	1.23625446632152	0.741441627767966
DHA2_151926	-1.4852676711556	-1.64562615169424	-2.48226193016069	1.97442651625128	0.223563186849204	1.53718346213923	1.87798258777081
DHA2_153740	1.92210312050796	1.45569027940512	1.57506590658308	-0.883343631432568	-1.59479617667709	-1.08221191621751	-1.39250758216899
DHA2_150200	-0.795109008653381	-1.5038311266062	-2.20726111688865	4.55408420746429	4.87985196597599	-2.1419824111516	-2.78575251014045
DHA2_154553	-3.61830909953813	-5.2023094828239	-4.20158831558025	3.42552348820067	4.01758020488191	2.71014877638328	2.86895442847642
DHA2_150268	-0.563673097151728	-0.780452497841058	-0.758206955820059	-0.33306471774339	0.554291778370978	1.43505209397897	0.446053396206288
DHA2_151227	-0.733869695604163	-0.656324110711891	-0.123639438317372	0.902437679465283	0.427241637788132	0.0672288558414813	0.116925071538532
DHA2_151104	-0.712212682679507	-1.06048923181619	-0.83511921940087	0.638712540556691	-0.128081589487282	1.52773227504636	0.569457907780791
DHA2_153318	-0.353928489957008	-0.792820138586793	-0.561404053207374	1.52423130402467	-0.573862902367878	0.500517393095057	0.257266886999332
DHA2_153366	-0.366228842394598	-0.685247183047643	-0.637787376269094	0.185074626044781	0.565105191740319	1.03498794124835	-0.0959043573221123
DHA2_153799	1.32424130376353	0.476170232105218	0.897071943749129	-0.636160780774212	-0.912358479101666	-0.1793367361711	-0.969627483570903
DHA2_154202	-0.959616025328289	-1.2802190316297	-1.0166246309104	-0.925050841871084	3.74516334613565	0.637418373329366	-0.201071189725541
DHA2_151514	1.03864669184039	1.15777650207813	0.997822859383064	-1.04757796663566	-1.03370490274143	-0.802811686519025	-0.310151497405459
DHA2_154183	-0.433046046815745	-0.628173480966259	-0.612946877454808	-0.0233431278359539	-0.134362602750418	0.064266888566527	1.76760524725665
DHA2_152828	-1.85852939282836	-1.74100445181866	-1.32474710193869	-4.04938739732861	2.05143909016309	3.65696522979386	3.26526402395738
DHA2_102322	-1.03838911976329	0.0274692540210264	-0.892351952716266	0.968918894002792	0.548584208683597	0.360534520379266	0.0252341953928674
DHA2_153480	-0.421525870640316	-0.887149457832276	-0.788277432149378	1.05152971139355	-0.366285841219755	1.00415142966751	0.407557460780666
DHA2_150520	-0.913978997988373	-1.43613756920133	-1.37053603098537	0.834579281080968	0.636562491724234	1.37191346231874	0.877597363051137
DHA2_153903	-1.11118290616888	-1.2572263573728	-1.53810692879356	2.15417247629938	-1.37089833639216	2.12714765767587	0.996094394752143
DHA2_152879	-0.540499297569951	-0.847552767103707	-0.843850968518515	-0.136077494801178	-0.29446152254131	1.78939418746141	0.873047863073259
DHA2_150136	2.93620986678545	2.52752991472417	2.62189860380563	-2.52333130333339	0.657173292415591	-2.75138706229902	-3.46809331209843
DHA2_153806	1.18117382139334	0.599815473444869	0.798112931701247	-0.783415925591045	-0.922668283436352	-0.109129078102107	-0.76388893940995
DHA2_153858	-3.52140380549137	-3.52140380549137	-3.52140380549137	4.29206957794961	3.6182703242396	0.378158554663318	2.2757129596216
DHA2_13329	1.30763243177658	0.513274765548031	0.798307212540561	-0.487885787951445	-0.947923614980446	-0.688681739566332	-0.494723267366945
DHA2_3279	-0.717364934776823	-0.557938993916753	-0.692507562388617	-0.139261939174917	0.271692422570696	1.30139930383912	0.533981703847296
DHA2_154137	-0.744379886925059	-0.885079600204586	-0.984138815485452	0.431809986509653	0.708932844702278	0.726639615428613	0.746215855974553
DHA2_150517	2.02048551103604	1.67395263559614	1.91282011224557	-0.546477762529494	-3.91893043672334	-0.235288549817407	-0.906561509807509
DHA2_152122	0.79853693770925	1.04593716839546	0.625669513092523	-1.10447550873787	-0.792316422794604	-0.284935976712633	-0.288415710952128
DHA2_151894	-1.07244802527712	-1.20786139138999	-1.22025150915369	0.44917431412628	-0.850569986234147	1.56746715498564	2.33448944294303
DHA2_152080	-0.336431144004148	-0.700968918904731	-0.654775487257323	0.080762599236472	-0.426162397365191	1.02588779974579	1.01168754854913
DHA2_8209	1.3807170509358	0.605930434627362	0.851536913953629	-0.6498726943177	-0.942058775136671	-0.452413980749046	-0.793838949313377
DHA2_152643	-0.355338886995469	-0.69188228919802	-0.716909193301039	0.577354899383076	0.421591575523875	0.360711396658477	0.404472497929099
DHA2_153743	6.36474506297774	5.4097214917688	5.5858223991398	-3.17357821922965	-4.7289035782189	-4.7289035782189	-4.7289035782189
DHA2_150271	-0.549022023316544	-0.9066741586921	-0.492171945956409	0.26463965862593	0.0908091873336385	0.375809567153858	1.21660971485162
DHA2_34160	1.33082319449347	0.551902548596086	0.61886261974916	-0.546063722503682	-0.922627169343299	-0.294749357822967	-0.738148113168767
DHA2_154390	-0.194799593931098	-0.790392080795057	-0.682990743651121	0.226074764120197	0.298115976162716	0.624483572423117	0.519508105671251
DHA2_14670	-0.512269919476601	-0.952711358887825	-1.16622251049412	-0.0950602143733921	0.526042198800921	1.43697180044698	0.763250003984034
DHA2_150441	-0.0780541537711983	-0.743468434952273	-0.556226839384694	-0.380090287401316	-0.226500712209715	1.31254762747756	0.671792800241636
DHA2_152644	-0.803099849851957	-0.985300866280015	-0.816818185862848	0.594703993000111	1.15965496532742	0.619208090975143	0.231651852692152
DHA2_154533	-0.634886172842716	-0.692040326944879	-0.796800312549237	0.401287316458061	0.201004041602722	1.1147687755168	0.406666678759246
DHA2_154004	-0.260473813980372	-1.07220197567023	-0.921763892100831	0.75134418383837	0.361158998371054	0.915330483866992	0.226606015675018
DHA2_152642	-1.08423249854908	-1.56869115485149	-1.10157597097788	0.85984825812738	1.21935684759728	0.816329616831341	0.858964901822446
DHA2_153845	-0.795693326576801	-1.53904374525611	-1.65116897655793	-0.467222526212803	2.88738299323277	0.973655639985441	0.59208994138544
DHA2_153396	-0.271781039162628	-0.528296100445713	-0.577493856380013	-0.278904486544201	0.107481346026669	1.30452394616578	0.244470190340104
DHA2_153387	5.72265375770842	5.39883576707817	5.66231695319864	-4.19595161949631	-4.19595161949631	-4.19595161949631	-4.19595161949631
DHA2_150202	-0.773145288825366	-0.651236770205872	-0.737683565203897	1.72940868905692	1.23988440165813	-0.342760849910125	-0.464466616569798
DHA2_150000	1.26813232422041	0.973120411935613	1.29374359350907	-0.503955045801706	-0.837695770077785	-1.22219436056211	-0.971151153223483
DHA2_152198	-0.156232261129198	-0.741772076525184	-0.547689768754266	0.0578572609607608	0.0504327161578875	1.02638259656462	0.311021532725377
DHA2_153302	-0.462514489758915	-0.603466880952588	-0.671479299481145	0.875177042373949	-0.24278696140342	0.608722716798798	0.496347872423318
DHA2_151920	-0.324484871617306	-2.20000014883153	-2.40071961465618	3.77024204477805	-1.8470745022707	1.58118444016385	1.42085265243382
DHA2_152386	-0.0800638508222065	-0.7584644535174	-0.809040238574001	0.0363403092910435	0.198196759802936	0.726512612901455	0.686518860918166
DHA2_r055	-0.805180391386051	-1.6240823874551	-0.931879998407275	1.99314620425605	-0.299088840431418	0.980862235527109	0.686223177896686
DHA2_8210	1.73269173183608	0.787752692045725	1.00481300871526	-0.515643673420511	-0.841138741423951	-0.97186604634407	-1.19660897140853
DHA2_151166	-0.0983503292055552	-0.706820496755006	-0.610439853077713	-0.309411825857397	0.709145228295784	0.538405107471558	0.477472169128328
DHA2_152883	-0.482997189580418	-0.469058705249973	-0.656945630012251	0.245572329643167	-0.202960227255732	0.980638149100765	0.585751273354438
DHA2_153475	-2.52443132939757	-3.36022543698001	-2.74393835969045	3.77731888355216	-1.89858617439106	3.77419826243912	2.97566415446781
DHA2_151917	-0.223298457077929	-0.830314254511665	-0.731522089111909	0.470424844168447	-0.0940661747538147	0.747539471279346	0.661236660007527
DHA2_151670	-0.78786601668674	-0.898280857675632	-0.375210229383964	-2.51124871254411	-1.83942602410937	3.08774408900005	3.32428775139978
DHA2_150180	4.4281920701987	4.13820212040006	3.71326644554293	-3.06991515903542	-3.06991515903542	-3.06991515903542	-3.06991515903542
DHA2_153807	1.23388924839679	0.761577388893114	0.820906397042595	-0.413154575754971	-0.757233880624277	-0.701538696851927	-0.94444588110132
DHA2_150137	2.90243450754016	2.50462347260022	2.37672430327646	-2.5504336973208	0.729117804521435	-2.88349738007771	-3.07896901053976
DHA2_150588	-0.607195342510037	-0.700976736778538	-0.820424703930826	0.372794960659483	0.248488007074922	0.926819479040443	0.580494336444554
DHA2_153930	-2.0311243712119	-2.70265023514468	-2.19749684533737	2.08871563865991	1.32944173300326	1.68629508922208	1.8268189908087
DHA2_154554	-1.99275720339581	-1.96220158973034	-2.79678022509109	1.80564353913579	1.91264242408297	1.64602247517732	1.38743057982115
DHA2_154271	-4.76078618530749	-3.38184878897567	-4.02064697813274	-4.79660867784202	4.35188768696489	5.98525788738336	6.62274505590968
DHA2_151890	-0.5755709666218	-0.558044433028797	-0.949705629699093	0.389671927899439	1.15124392268585	0.44156669984072	0.100838478923679
DHA2_153774	1.80790290861226	1.26476017832376	1.40596988702359	-1.57651261821275	-0.940534963111336	-1.03148947634599	-0.930095916289535
