1_BER_CK_1	3_40_CK_2	5_41_CK_3	7_24_CK_4	11_BER_CK5	13_BER_CK6	17_8_CK_7	19_2_CK_7U	2_BER_CM_1	4_40_CM_2	6_41_CM_3	8_24_CM_4	12_BER_CM5	14_BER_CM6	15_2_CM_7U	18_8_CM_7
DHA2_150175	-0.323274810532657	0.568549082698244	-0.76489463398549	-0.800909015671047	-0.807562649004947	-0.510009489485887	-0.792046846951854	-0.715640809558078	0.646235834769042	1.46934407531267	0.527806101546274	-0.390497383024554	0.523225825169019	-0.0488762015881061	0.353538700570551	1.06501221973683
DHA2_9808	-0.461337798436523	0.737097950693123	-0.497354476950692	-1.08128671402044	-0.987507908621897	-0.853962238634573	-1.00994053374225	-0.854001612163618	0.714992495713222	1.63900510155409	0.771237151493697	-0.416004237423627	0.55951929496317	-0.108260858957216	0.61470455431024	1.23309983022326
DHA2_16967	1.64068810540364	-0.778880712986469	0.060771869045773	-0.034033675704034	1.09248480074319	1.31448771971613	0.434113686578295	0.355681290544272	0.134212651978775	-1.39828388927758	-1.08747221831827	-0.797028606643812	0.329961693662735	0.315673279746472	-0.99924185138781	-0.583134143101319
DHA2_153724	-0.608120329489415	0.548292055812217	-0.919825195433079	-0.624488337029371	-0.954776422209889	-0.817404867072574	-0.8621792673437	-0.549786531465736	0.728015231957746	1.49948224923503	0.864968275499676	-0.209480812698891	0.568178982877571	-0.470339294975544	0.360910596445832	1.44655366589013
DHA2_8513	-1.07874884416738	0.257841775503096	-0.40236722707075	-0.809666260707131	-1.40405637261777	-1.22170683754737	-1.40124273630432	-0.929915419687392	0.729990435752434	1.82595210143056	1.61612018357903	0.472419357945078	0.575207639289175	-0.174853515076414	0.850655482727582	1.09437023695155
DHA2_r056	-0.860544047558236	-0.284506755007868	-0.680616502753704	-0.48731861803337	-1.55065408638158	-1.33610032756456	-1.23202913451773	-0.675112903373769	0.759770920578758	0.853498375226422	0.72971205777114	0.417380075260711	0.915196316001497	0.206394154445828	1.53600231413517	1.6889281617713
DHA2_13310	-1.42943780531484	1.39841694691551	0.0507515599169839	-0.760139974860014	-1.8606655051476	-1.55948034815882	-1.33100310289994	-1.46063022072823	0.528814284027646	2.06445877896318	1.34495546932382	0.0431559402161028	0.414829733051384	-0.683830885111661	1.06142156563099	2.17838356417548
DHA2_150384	-0.998615515777448	0.33877909559614	-0.560332150059497	-0.303701834310846	-0.642053051571922	-0.591324627463339	-0.479665919961038	-0.479130397212896	-0.258956019463893	1.58687088523752	0.919892930166952	0.14474122430428	0.377900225459493	-0.537098949893292	0.273290999652874	1.2094031052969
DHA2_153731	-0.351758548672406	0.909686368893606	-0.800056442576015	-1.0470829683094	-0.538783236871625	-0.738041599500312	-0.77300455674189	-0.854688346411594	1.12381854714729	1.85720728222499	0.412608459534328	-0.763604374790441	0.909960920466053	-0.153880731952261	-0.0333438682134855	0.840963095773155
DHA2_154000	-0.198671982090506	-0.0523305423141682	-0.624166974168476	-0.517298353346174	-0.75600963092192	-1.20680878688879	-0.979300947708222	-0.948590935760471	1.24163098363428	0.314790855896	0.366022362010131	1.26074136336263	1.39137761668978	0.143912504493226	0.265458774020342	0.299243693092329
DHA2_r062	-1.87934179465971	-0.118255520554307	-0.979211939610915	-1.83871769010892	-2.71663154698403	-2.20437615148263	-2.08084083850239	-1.96852733405606	1.80659006036461	2.69216088853075	3.22975874346377	1.47558858081154	1.64903167403391	0.865626612272781	1.52930100549858	0.537845250983036
DHA2_10429	-0.552902340369164	0.754166006107717	0.0305801208838083	-1.43594118819799	-0.989182971661311	-1.22963059725307	-0.952107213028663	-0.982115683833694	0.66746692144244	1.64805880696123	0.985014995636927	-0.530216058548525	0.575731541504442	-0.324554142845884	1.00241449276303	1.33321731043871
DHA2_r059	-1.24084346842859	0.0565487292951179	-0.0833242519918436	-1.02055093779411	-1.93379006033062	-1.57660179237207	-0.519814018422306	-1.41085634979047	1.08460236449843	1.88038464350467	1.5199614566073	0.183698398147246	0.226378544155725	-0.234497470717775	1.62420224256153	1.44450197107778
DHA2_152749	1.49903016969432	-1.16617015402372	-0.0328183315411348	0.233329291502365	1.04632300337731	1.2277030760423	1.30636614608123	0.997543018485333	-0.228446836127796	-2.2343297548808	-1.17759389234402	-0.547930777340154	-0.0411881996581851	0.500130253744681	-0.899230097117721	-0.482716915894024
DHA2_153769	1.55773931111285	-0.594642273809427	-0.374744001136845	-0.625800989304773	1.05473725427259	1.31336772119189	0.845403519340778	0.69559169373953	0.154252602920428	-0.747061672224392	-1.45280107011556	-1.54734969570026	0.204535110391136	0.387604118143136	-0.47148765461878	-0.399343974202303
DHA2_153659	-0.816338545074945	1.05730871084591	-0.458069982908665	-1.48996030303548	-1.38495676047548	-1.27480677112163	-1.32761277692179	-1.47025207060073	1.18292811310868	2.50815886418789	1.07974282426269	-0.558132397904137	1.02125673626777	-0.922788685862097	0.42710475660038	2.42641828863165
DHA2_152126	-0.820793492855131	0.318209668403805	-0.535907503300649	-0.92221076875912	-1.14513116730764	-0.964579922407967	-0.840785872462698	-1.1044051892736	0.446479528537196	1.87707912652286	1.24493121546124	0.0792105322841312	0.221720963165762	-0.20591726650356	1.08250652680933	1.26959362168604
DHA2_152750	1.59566964226015	-1.44788437585443	0.0318849013999625	0.171861092856698	1.02412603416741	1.30735516056372	1.30351589007022	0.926926644904821	-0.235015283788291	-2.15657357907528	-1.09702347049448	-0.498231968613133	-0.0777982213178934	0.445633443462819	-0.825556508375472	-0.468889402166825
DHA2_10552	-0.87159244930471	1.35460286534897	-0.242825427596609	-1.2371204600051	-1.3515486602706	-1.12216856223781	-1.09785447719993	-1.2448508531317	0.448041346048376	2.28875153369612	1.14934748261266	-0.411423731761875	0.461668464846227	-0.759838657612706	0.59702578303091	2.03978580353775
DHA2_150047	-0.777895812846388	0.670791705497592	-0.71316431106092	-1.11152871449379	-1.11424223267054	-1.05992221512857	-0.810388118818484	-1.06214137593563	0.867994336662051	1.51571263939864	1.2176041470271	-0.18269018180326	0.707701961011274	-0.464250237916499	0.540992112016747	1.77542629906067
DHA2_10425	-0.935813149470155	0.203196381087629	-0.865244496771904	-1.07384672289789	-1.156459681617	-1.06981207236778	-0.914794429829593	-1.01101963019594	0.802737093451981	1.91445608662417	1.04095670231969	-0.231077565140565	0.836363072202046	-0.29106073332934	1.02055904244051	1.73086010349413
DHA2_17120	-1.19116605382392	-0.669921006611766	-0.566211946512427	-0.863473456391242	-1.01360843535855	-1.40403961202589	-0.790395057616987	-0.643627183671708	1.33628810161692	0.805886973682549	1.29856690628465	-0.254642674163774	1.14793680912572	0.538185218220448	0.853932038379506	1.41628937886647
DHA2_16453	0.967307316231864	-0.500915163037657	0.525216841169094	0.508377094275104	0.630717906046399	0.74119071433762	0.798033947225107	1.12470387973396	-0.459374092607217	-1.09360535806693	-1.11882215221365	-0.685897676783203	-0.155963956931302	-0.168932246113179	-0.369570514101781	-0.742466539164225
DHA2_152850	-0.403835700797046	0.104516876844196	-0.82632853269876	-0.529318201027158	-0.746633900737779	-0.50026101650583	-0.671093229678176	-0.66055242336417	0.319070405072413	0.918207054677605	0.675756448761902	-0.0236808755725324	0.470019875685086	0.221106114328512	0.741352561084975	0.911674543926766
DHA2_150724	-0.103920989039755	-0.661168462035905	-0.550134326283555	-0.5523030989406	-0.804926291932055	-0.319371866934546	-0.607300525751915	-0.433443278323375	0.393116669803771	0.289327899285674	0.632893699534705	-0.0696324547815372	0.556404991674267	0.339889835096848	0.679893744294478	1.21067445433351
DHA2_2366	-0.901653780188083	0.760979134469309	-0.402911651154431	-0.77235795733538	-1.22032691235795	-0.998054789389277	-0.997076639991409	-0.961761450906572	1.01843435005212	1.63321810202179	0.984879455695983	-0.153160315398329	0.721756336930335	-0.249793635598023	0.576540514114495	0.961289239035407
DHA2_152463	-0.454443570216066	-0.0201721737059994	-0.626572584958852	-0.451281682871763	-0.828949356382735	-1.11068295979676	-0.593538536856103	-0.410112149782458	0.635827085281971	0.519829681382056	0.297339097244947	0.910198954710781	0.504248221595061	0.220187594754606	0.843080816530893	0.565041563070411
DHA2_r024	-0.0714982182424482	0.190791522736622	-0.687806073652581	-0.0318828338574875	-2.79737050096019	-1.43482094311544	-0.456482640949946	-0.961297783593573	1.35678342612184	1.28507156522689	0.967990406651206	-0.306680752542921	0.54960484242893	-0.204528818581753	0.806966901246642	1.79515990108422
DHA2_152254	1.62594201038417	-0.837726541395901	0.117603320979603	0.157571978047354	1.20048564346948	1.1322473973693	0.732141870492466	0.142176059490403	0.293071773664209	-2.08337405655785	-0.733970228385855	-1.28077735028005	0.584632585144837	0.126206245897068	-1.06425238856215	-0.111978319757094
DHA2_4985	-0.868234475288673	1.07758574541105	-0.227649353909014	-0.547167784993329	-1.16496364864053	-1.15328350525272	-1.26895760279921	-0.593281216807815	0.0438904661926269	1.92065304610995	1.15336681148341	-0.203048224897666	0.463805847812193	-0.479783300737424	0.465226845881549	1.38184035043561
DHA2_152568	-0.732453497080238	0.608663903665834	-0.120351237236836	-1.47420813663388	-1.24327945102869	-1.32944433394296	-0.667696631604596	-1.51509641494738	1.04721577870333	1.89477731150817	1.00957837096858	-0.480263739428805	0.857701533687338	-0.228311435872172	0.619595710875194	1.75357226836712
DHA2_152878	-1.69139700923068	0.780197787927948	-0.817991763259334	-1.22270663955319	-1.77784886005956	-1.75003984601506	-1.09348007076626	-1.20131224634994	1.10333118226659	2.53662430374454	1.61859098657219	-0.092649900531697	1.12766146409875	-0.225418736718035	1.06000986034086	1.64642948753286
DHA2_154632	-0.521313263754498	-0.189536142063412	-0.581423765323372	-0.589876559187324	-0.81241205529729	-0.75516235560448	-0.219187278823327	-0.517981622363706	0.471681337261208	0.73044366332415	0.74939248197439	-0.249081655323176	0.697834168436417	-0.0216796095409766	0.841306050436748	0.966996605848646
DHA2_3593	1.47611934489028	-0.0805445869740851	0.464194997962725	0.529666418373964	0.947630431500496	1.15168860413132	0.578066967208922	0.710061609469861	-0.0537860994589288	-0.992181719711859	-1.29270772673315	-0.962894330691743	-0.0466971863707393	-0.236256879401072	-1.03015896653103	-1.16220087766495
DHA2_151335	-0.550252255832559	0.438411472912129	-0.242048980134912	-0.897626507853399	-0.363463428744389	-1.48506196670336	-0.404848740684985	-0.0836723352123467	-0.0913946057532513	1.47506259787188	0.858771810876286	-0.298488518406423	0.229292597152636	-1.10687685359067	0.886196295507254	1.6359994185961
DHA2_152998	1.19332820474719	-0.200112003842801	0.194755600479159	0.299790211299213	1.08765428674236	0.902384563723198	-0.413207645188425	1.08715352979329	-0.64573398443723	-0.691969815338274	-0.818943839251935	-0.717000403779496	-0.142433289710917	-0.277304442273127	-0.249011591634336	-0.609349381327874
DHA2_151369	-1.02208552114902	-0.0754501531900473	-0.692677793091097	-1.04260026818721	-1.08982991997799	-1.07141436715348	-0.890725173265055	-0.886626627170417	0.622378546465466	1.85852196141909	1.48399395555674	-0.0903677975425925	0.605464602355561	-0.125896161807567	0.968636815939162	1.44867790079845
DHA2_154004	-0.880677672758587	0.283535962071489	-0.38583445470183	0.119478655215594	-1.68267129536923	-1.53030611338872	-0.237219079009916	0.142430400951286	-0.361226126603759	1.28363561360018	0.465940109416628	1.66643568931571	-0.0935612541661186	-0.63828897579764	1.78617053746275	0.062158003762173
DHA2_10423	-0.609996160992338	0.959245089247938	-0.131462387832197	-0.906559904053559	-1.25984437537559	-1.09848821744932	-1.03044939297502	-0.899312731487463	0.761475506975227	1.71508797877203	0.858255569069067	-0.262284678150698	0.417958120276854	-0.464920354446146	0.576709188658164	1.37458674976304
DHA2_113673	0.896555858384003	-0.566633425252263	-0.0307564041729602	0.681720194350335	0.686522683671045	0.717366134446612	0.964581853000166	0.881200563974964	-0.793671981874667	-1.32599951279343	-1.10876578650068	-0.190918491147453	-0.209565518776019	-0.29112989930797	-0.299706848386672	-0.0107994196150152
DHA2_7195	1.25980381186733	-0.59053446193607	0.0888214726415733	0.189335280153781	0.436464199845705	0.495196610563287	0.77785563343935	1.07346331011377	-0.575312151132261	-0.631791441934492	-1.03782952765488	-0.30380648909069	-0.313113308574149	-0.42227308780673	-0.380039990745589	-0.0662398597499259
DHA2_150735	-0.839582494102855	-0.0679358499509846	-0.699395587249645	-0.719450611484575	-1.27327871042094	-1.02510576737803	-1.02085469198937	-0.66740881799514	0.501392476012155	1.33000918577826	0.943987398510927	0.256259098351146	0.573569482020369	0.229068715042374	1.25867427415253	1.22005190070377
DHA2_10311	0.469182408494383	0.244085072931831	0.936118367889698	0.858545117893794	0.252581041007886	0.279235456138604	0.372854264045213	1.38966460790209	-0.727967389047695	-0.244975994382937	-0.623934406304191	-0.748282011197031	-0.564954526451196	-0.885527888150033	-0.196284410752426	-0.810339710018006
DHA2_153759	-0.0279702959432964	-0.367687358723872	-1.02153067856824	-0.587283976736973	-0.615266370739141	-1.10284465957279	-0.678539874971447	-1.08870637539704	1.59012935543852	0.0175545710366727	0.0130668822004552	1.17367340825419	1.71796621092701	0.326192443081815	0.13003797305252	0.52120874666161
DHA2_3643	-0.425530912590807	0.77854787532106	-0.401113266630237	-1.54933323755891	-0.936295812331444	-1.06016565873068	-1.2406011014317	-0.860545789328741	0.892011673029465	1.48976725591878	0.865146069974685	-0.386228879624932	0.731570360203897	-0.000145385128647035	0.750174817299932	1.3527419916083
DHA2_153722	-0.724130884415835	0.987608598093573	-0.309058136373729	-1.07870948214067	-1.21136767731366	-0.865013402441951	-1.00024481717031	-0.767569968970772	0.100597481553512	1.96109413089908	1.05832665448589	-0.272708365626618	0.384450835259264	-0.410594774018749	0.672210189256814	1.47510961892417
DHA2_7610	-0.605429832877123	0.159300961703318	-1.09989715960204	-0.523191269787477	-1.13214092873561	-0.880706425574783	-0.953558137775319	-1.01787637147148	0.813145448072794	0.96401962720161	0.244217305363897	0.648987790405153	0.793540404480217	0.594259807814792	0.80726854867441	1.18806023210764
DHA2_152333	-0.284395155188186	-0.159439986075691	-0.654340336461704	-0.510837631518617	-0.926122705506666	-0.427172846523877	-0.776426991304197	-0.471347066598556	0.606324265665139	0.786546844535057	0.36643909731176	0.084378237684847	0.550745656080556	0.28496824975328	0.539563014210454	0.991117353936394
DHA2_152877	-0.447190943281042	-0.423810798844015	-1.10365316805912	-0.332773894589506	-0.844289049568534	-0.739830086709922	-0.497327959622037	-0.876977525526723	0.873926235544294	1.13278731850999	0.56994730662775	0.0468718175223177	1.03527171500907	0.0638513933408085	-0.00355950763551327	1.54675714728219
DHA2_15244	-0.654366501929104	1.22587964618425	-0.0469587197367396	-0.939949819935235	-1.21903706566593	-0.990949700406503	-1.11983460653587	-0.832191986797188	0.567546841906026	2.00883356111062	0.807870993046068	-0.54470614827326	0.295707965785493	-0.691196606493579	0.539071683862611	1.59428046387835
DHA2_152567	-2.85156669338707	2.19697036018622	0.0823989927488871	-2.02466337982457	-2.79027937790974	-3.14120116424801	-2.37989962671545	-2.26095304714999	1.27168074160832	3.79110094305521	2.06413840200822	0.317958929604789	1.43792012297772	-0.412332108614239	1.6841433828775	3.01458352278221
DHA2_153861	1.94641835342336	-1.2510859756874	0.776431829869793	-0.653816480112548	1.59449320053679	1.69199989840084	1.12836755526462	0.736445777821372	0.320283348098025	-2.12871800423829	-1.12274507685209	-2.11392973350271	0.630876031440533	0.447925295554249	-1.0780140460994	-0.924931973917131
DHA2_152110	-0.313454189998383	0.301713537968348	-0.647230338897048	-0.8413995721993	-0.728930843690128	-0.583185088876453	-0.632945435883089	-0.568298224871238	0.488169957193282	1.4262352344874	0.829109755866034	-0.0952682704763532	0.405914685946854	-0.540521925289266	0.362807446203785	1.13728327251555
DHA2_14333	-0.377283918839002	-0.23720548462477	-1.17733527899695	-0.666890968822788	-0.395751300234839	-0.349989711094594	-0.480629274187525	-0.419418893480254	0.306553097879576	0.764290088181413	0.322275953933525	-0.0568360320640497	0.566666913411819	0.423743822920295	0.680406803784093	1.09740418223405
DHA2_152569	-0.781754331779291	-0.172217220231202	-0.535676421649255	-1.12064424456415	-0.388707306559998	-1.01197378167678	0.290940338033215	-0.763664425375585	0.239896648883597	0.634135035401303	0.400158404397474	-0.17303656420724	0.836382588125155	0.0964626821920938	1.15324114147122	1.29645745753945
DHA2_154580	1.19866184622293	-1.51653374079156	0.347417586589369	0.737186811415441	1.02308268505063	0.776582382423898	-0.284678907028008	1.63646016687132	0.274245309407069	-2.15381509974459	-1.4030155317235	-1.05958658580758	0.619713228178085	0.0508839707185125	-0.103202880779481	-0.143401241002524
DHA2_115052	-0.702152465890245	0.544956997789798	-0.682076020434247	-1.39739979288434	-1.00834095017921	-0.980355725720468	-0.414957526217503	-0.581668641543416	0.879973887639894	1.06441782914751	0.665289692765075	-0.503825521590224	0.870140279424966	0.0469505564493371	0.713486991577886	1.4855604096652
DHA2_152506	-1.57920238537868	0.50572256775545	-0.450482122898071	-0.744362375156827	-0.746203292703571	-1.18393051811253	-0.870647620524444	-0.967038081295447	0.0903449269130903	2.09643248680565	1.39091121709226	0.0146728485386163	0.451244870843547	-0.446815513088238	0.86342581647647	1.57592717473274
DHA2_152535	-2.04123470690753	1.55075377953108	-0.27700431751626	-1.82945190301147	-2.42490808522366	-2.52146320589807	-2.23603071201519	-2.37137922392314	1.37387003092714	2.87912368301932	1.88338591017799	0.323836461928419	1.36126062341427	0.133199534234981	1.70453704714082	2.49150508412131
DHA2_152348	-0.594995779383392	0.794816727275556	-0.351141524753059	-0.793071582396253	-0.900307146635264	-0.839679657671738	-0.43009810726295	-0.801102835957032	0.217288814983974	1.65807219222009	0.851300459120104	-0.44311975860388	0.267020454107596	-0.496374189023101	0.292321945981486	1.56906998799786
DHA2_152659	-1.0449360176353	0.85229941949347	-0.401162932461363	0.051677490011766	-1.1868832989371	-1.1639158090438	-0.821084883284827	-1.17405435953773	0.0737400896280125	1.52713639863292	1.11503479776397	0.696575593122594	0.291662886654441	-0.377832864812572	0.571962639556183	0.989780850849323
DHA2_r057	-0.998538442939779	4.05934279157435	-0.311546102235729	-1.15389087115892	-1.28697061698592	-1.39965690471418	-2.26571424699582	-3.01740383440913	1.33235815654379	1.24711525875462	1.71367534246469	0.933468985235517	1.31092962086237	0.489054677640657	-0.177515428522619	-0.474708385113892
