1_BER_CK_1	3_40_CK_2	5_41_CK_3	7_24_CK_4	11_BER_CK5	13_BER_CK6	17_8_CK_7	19_2_CK_7U	2_BER_CM_1	4_40_CM_2	6_41_CM_3	8_24_CM_4	12_BER_CM5	14_BER_CM6	15_2_CM_7U	18_8_CM_7
DHA2_153655	-1.0271010927898	-0.166452727338944	-0.618383023075239	-0.405761370595165	-0.578567209833931	-1.05221700746495	-0.576468138116153	-0.383121543452955	0.570771602948721	0.825839812159135	0.466090377292732	-0.0529566774130412	0.828174413462126	-0.168177044790321	1.00275470014315	1.33557492886464
DHA2_153106	-0.972860510226008	1.16368632348823	-0.367777064557965	-0.873149273341101	-0.876238689334437	-0.868160472858131	-0.675950386258407	-0.562848038766706	0.366057417245795	1.91859641121458	0.543404278875638	-0.497949769872514	0.26056916523862	-0.583551624207779	0.281517096289159	1.74465513707104
DHA2_r058	0.704802419137865	-5.12660012081303	-5.17442475953711	-0.658734690281751	-0.014815979866472	-0.0826253194613127	0.808564575484103	-0.108372925035733	2.95595473834361	-2.09474370267364	-1.8094184783561	0.0331623662722809	2.17920199334312	1.70614424933207	3.7782692230746	2.90363641103749
DHA2_13864	-0.443201483288352	0.957311926207108	-0.0647996875770538	-1.17562773586678	-0.931556116457806	-1.29341464921445	-1.00603807782991	-0.952128981070459	0.69069218736831	1.45779459929422	0.770393206532919	-0.244680236071648	0.547770884620615	-0.118103007302228	0.695047428899908	1.11053974175561
DHA2_153992	-0.362071635438761	0.132171295732668	-0.784650263538563	-0.28885492751513	-0.80149775870529	-0.721600587111006	-0.708383995716998	-0.53807627141542	0.458726972372332	0.892615820464259	-0.295242471189963	0.0692147819202145	0.444007798080712	-0.11610590800278	1.46035531736084	1.15939183270288
DHA2_r053	-0.61947268031998	-0.287334508862418	-0.44364684339256	-0.705505803935907	-1.98673962543347	-1.08204916857864	-0.783692036261957	-1.11334054590926	1.01330162173189	1.85756852059237	1.61821274919825	0.108747259230839	0.104213697153842	-0.448947553416669	1.40292116861942	1.36576374958426
DHA2_14759	-0.284983832392221	-0.0215724900561565	-0.61305562958616	-0.14174206547716	-0.876351771985327	-0.985619414606166	-1.17604341390075	-0.0637178162744885	1.12458494752231	-0.0471618672499421	0.196623533007093	1.1978428274634	1.05457032447204	0.429565294213905	0.305081057634681	-0.0980196827850435
DHA2_112103	1.65925097897599	-0.737760276609045	0.80790534631733	0.672735300878102	1.32246864418243	1.40063282384243	0.63428504973658	0.985962024619148	-0.247222607959248	-1.75829064560573	-1.4256182177103	-1.2311416559606	0.18533774758161	-0.138549726110131	-0.992610684935197	-1.13738410124339
DHA2_150514	0.0248137931869881	-0.124565677316637	-0.859598881685361	-0.944166144720537	-0.485644788218156	-0.381833953444676	-0.700815519660777	-1.13931039715065	0.820760159241082	0.909648556792902	0.35604231706249	-0.195865687127073	0.902114938661954	0.39886341820036	0.650699805677895	0.7688580605002
DHA2_152748	1.42421648931608	-0.931411945184742	0.0877518808284208	0.120915524890551	0.97522945607812	1.2758682487602	1.2345543172941	0.864922663213127	-0.146522196711157	-2.17157897392344	-1.13057289832928	-0.70530970382478	-0.22859769710467	0.509456795449466	-0.749184891364985	-0.42973706938702
DHA2_r061	-1.43134214071326	0.0884198956578395	0.0178613956067224	-1.07493467799349	-2.14250911741679	-1.63116284175025	-0.976106499745917	-1.0712312675827	1.10692884827538	2.02336853938897	1.66954006038625	0.175073881688618	0.327575559264506	-0.365959624603821	1.83707672415105	1.44740126538692
DHA2_16173	-0.50505661050455	-0.180137372339431	-0.639048474069334	-0.727243134810037	-0.891556079017343	-0.580924463253533	-0.322038068705512	-0.359964215097529	0.533381928465232	1.22939083574855	0.636863682381509	-0.451449170317135	0.500775546205674	-0.0809970941942542	0.357939927266703	1.48006276224098
DHA2_4843	-0.958081589856022	0.842639331963682	-0.526964010272692	-1.17737119341704	-1.41667163132265	-1.3465080937552	-1.21440198101216	-1.25293372652405	1.09201118834561	2.14795585642984	1.1442600490493	-0.30444887057754	0.988406581654909	-0.589415152932823	0.474840939333191	2.09668230289365
DHA2_151390	1.25518263179811	-0.534663269905201	0.111408778581831	-0.03020500218169	0.9284404872616	0.847521492904473	0.281644556627699	0.860224994582575	-0.372281587515589	-1.02801351118962	-0.796787284170986	-0.701875807671799	0.0183715838349823	-0.114588444698509	-0.32020045797479	-0.404179160283094
DHA2_15113	-0.457878024360726	0.77834776178932	-0.391953624650254	-0.57759788356719	-1.08523603732407	-0.904694703029802	-0.919153570814226	-0.991068115452105	0.544474989243959	1.42128797698468	0.732837572232043	-0.00134530924803578	0.411159662169377	-0.147385294026691	0.646322029044006	0.941882571009701
DHA2_150582	-0.919098305854599	0.257122941429881	-0.551031002756735	-1.05923280745066	-0.8223513214304	-0.936698046034465	-0.790666741194077	-0.710334802819101	0.744906668686323	1.61844303147503	0.887667949587451	-0.344917488313394	0.551313153905673	-0.298790479102564	0.831880379068785	1.54178687080286
DHA2_153478	-0.969233909644588	0.993011441137012	0.111696507756282	-0.403853031732984	-1.53539075638106	-1.42464382587128	-0.816564573770709	-0.447146895594985	0.178461289318339	2.02617206725194	0.888002827576404	0.0520639748030174	-0.0743677495357833	-0.684859729192944	1.05180448511591	1.05484787876544
DHA2_153723	-1.51927936964574	1.23000752856682	-0.15384938302039	-0.909063012915198	-1.68517770646405	-1.58034241265205	-1.26746732410797	-0.912058637175548	0.366969953419309	2.26091659545609	1.46414301427178	-0.0443263469297968	0.637955939968053	-0.41044978088755	0.72671878898554	1.79530215313071
DHA2_15148	-0.699689015731025	1.37694420527178	-0.438256123092799	-1.29256365002248	-1.35351648564649	-1.09204018420951	-1.44083802112125	-1.42121097161815	0.628305618240091	2.2192369318698	1.26036992202549	-0.181079103617341	0.736026132622086	-0.32485626955539	0.403849355253461	1.61931765933173
DHA2_153451	-0.71688794544081	0.71993439491559	-0.579123279233222	-0.92950149563937	-1.14091754035182	-0.933948523445739	-0.763068093898889	-0.786338565791882	0.666975934183863	1.65069581458199	0.598406215824147	-0.28645196619026	0.676731370043692	-0.0203119551433009	0.486996412722382	1.35680922286364
DHA2_88765	-0.329218314907184	1.3465278914571	-0.28842304046098	-0.955851046232205	-0.78450259885296	-1.19996520302801	-1.39944716069289	-1.20065505741725	0.695079195512008	1.94429448175984	0.580305858815898	0.0217302580875725	0.534194118462139	-0.249978166607168	0.348456829459014	0.937451954645088
DHA2_151671	0.302322471158297	-0.872145302522425	-1.81984449853619	0.328389421947	-0.0821088123086238	-0.376440214451565	-0.818846309969447	-0.811376374563817	1.04633526381796	-0.629616854605665	-1.00314279202043	0.869432375781143	1.12960584478573	0.542276231553515	1.07121564344985	1.12394390648467
