Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_150856,3974,2298,3112,2396,1917,1219,3165,1817,3795,2347,3802,3039,3140,2355,2822,3010
DHA2_150857,554,315,381,233,243,158,289,220,396,373,463,398,409,323,309,346
DHA2_150858,3631,4749,4350,3814,5597,5734,4906,4554,2811,4554,3284,2665,2522,3588,3786,3221
DHA2_150860,14192,21929,8672,8518,16039,14874,10064,16653,8088,15668,7920,6284,7221,11208,13276,11629
DHA2_150861,1710,1872,1463,1620,2088,1775,1272,1793,1591,2279,2455,1619,1787,1900,1985,1916
DHA2_150862,7125,5385,4460,3321,4014,4528,4180,3549,5939,6583,5902,5145,6089,4817,5354,6186
DHA2_150863,2213,2711,1903,1850,2316,2190,1988,2352,2151,3179,2322,1892,2089,2006,2376,2300
DHA2_150864,459,390,500,344,224,171,297,270,390,344,503,432,380,322,396,392
DHA2_150865,4687,4856,4594,4392,3277,3447,3202,3489,4034,4961,5753,4292,5135,4383,5047,5546
DHA2_150866,1581,1011,1333,964,822,613,792,747,1270,1069,1470,1226,1615,871,1148,1246
DHA2_150867,17390,13506,16673,14939,15566,11014,13275,12492,15361,16644,22385,16298,18410,14547,17059,18713
DHA2_150868,6771,5740,6465,5233,2761,2366,4616,4181,6910,5680,9667,6998,8634,5620,6590,7858
DHA2_150869,6309,9987,9156,9412,10382,11028,6729,9793,6987,14142,6875,6163,5651,7826,8754,7490
DHA2_150876,32,26,107,100,27,21,82,58,54,71,34,34,28,25,33,38
DHA2_150878,313,289,162,145,129,97,202,179,199,158,229,248,171,164,305,277
DHA2_150880,43,55,160,139,129,114,424,343,1288,1094,217,198,172,147,163,206
DHA2_15089,4968,4005,3406,2725,3204,3011,3093,2577,3213,3159,3553,2809,3597,3019,3251,3711
DHA2_150893,13022,18086,13352,12982,12737,12885,9951,11366,11958,16675,9477,8347,9072,11815,15533,11777
DHA2_150899,1494,2021,1873,1953,2352,2599,1421,1940,1521,2564,1759,1516,1610,1688,2483,1922
DHA2_15090,19084,12632,13759,10615,15743,11213,13121,9659,14045,11942,18599,13360,15874,11991,12657,13676
DHA2_150901,16055,16733,23075,21066,11963,9438,12003,13778,19918,20610,19734,15997,18518,15830,20918,19823
DHA2_150902,11029,10378,14640,13221,9417,8696,7982,9664,14217,15740,14598,10968,14643,11160,12391,15835
DHA2_150903,3047,4167,4678,4457,3645,4028,3194,4040,3926,5450,4762,3402,3852,3919,4203,4253
DHA2_150904,6972,7471,8073,6576,5266,3747,5369,6058,7495,5916,9419,7407,8537,5267,8225,7400
DHA2_150905,8373,8753,8146,7724,6198,4729,6030,7603,8290,8458,8171,7843,8419,5738,9230,8661
DHA2_150906,3416,4354,4207,3997,3441,2549,4617,4699,3915,4408,3557,3012,2983,3243,4230,3840
DHA2_150907,13897,12939,14692,13900,9426,7968,9831,12145,16695,15947,18796,14233,15701,9161,13513,13219
DHA2_150908,10260,9833,9249,8503,4819,6021,6439,7188,9803,12621,13511,9699,11669,9177,11388,11897
DHA2_150909,11943,10295,14338,13140,11338,6999,10297,9530,12083,11877,14231,10302,12006,12422,14670,13613
DHA2_150910,5929,6779,6659,7044,6696,6152,4107,5696,5851,8666,5983,4958,4508,6259,7130,6664
DHA2_150911,16125,17220,21745,19430,17367,13020,13673,14719,16689,20106,25730,18722,22419,17993,22063,20797
DHA2_150912,7264,7344,9253,7920,7544,4969,6256,6913,7475,9939,9893,7228,8192,8439,9797,9742
DHA2_150913,4521,3448,4710,4306,2606,1360,3169,3070,4759,3737,4892,4126,4493,3244,4073,4242
DHA2_150914,2496,1804,2385,2164,1109,712,1346,1420,2394,2250,2533,2159,2493,1456,1981,2185
DHA2_150915,6225,4916,5456,4508,3253,1993,4243,3791,5882,4918,6989,5642,6565,4725,5490,6116
DHA2_150916,3876,3094,3013,2526,2114,1555,2926,2621,3906,3573,3642,3120,3877,3163,3819,4345
DHA2_150917,2191,1934,2394,1767,1869,1066,2193,1814,2577,2163,2918,2198,2433,1943,2626,2430
DHA2_150918,4084,3915,4463,4554,3194,2626,2673,3512,4769,5317,5740,4806,4667,3314,5114,4510
DHA2_150920,6043,7214,6345,6227,5576,4988,4564,6279,5174,8600,5547,4829,5069,5530,6958,6615
DHA2_150921,1280,960,1434,1099,820,658,860,823,1085,764,1533,1175,1222,1060,1089,1201
DHA2_150922,6721,12141,5788,7206,7126,14059,4717,9053,5925,24390,6197,5010,5441,8809,9334,7306
DHA2_150923,4043,4148,4857,4802,3956,3288,3352,3969,4726,5339,7294,4908,5621,4887,5451,6056
DHA2_150924,1085,1124,1116,1123,788,659,902,1018,1096,1227,976,1120,958,922,1186,1201
DHA2_150925,6919,5696,5970,5891,5455,5629,5503,5419,7411,7042,10019,7313,8169,7013,7356,8284
DHA2_150926,674,885,1250,1188,963,868,776,748,1535,1237,1428,1036,1082,1017,1161,1164
DHA2_150927,9361,10114,10356,9819,9323,9047,9080,9299,10406,10470,11157,8923,10232,10041,11181,12143
DHA2_150928,4527,5331,5396,5578,6246,6495,4486,7059,4949,9529,4760,4526,4267,5670,6806,4895
DHA2_150929,2484,1518,1434,1200,953,704,1450,1122,2256,1637,2021,1879,1923,1443,1735,1779
DHA2_150930,3288,3005,2967,2854,2226,2238,2195,2374,2919,3821,3357,2644,3052,2616,2983,2669
DHA2_150931,7885,8161,6748,7149,6620,7158,6417,6807,7351,9676,9669,7315,8616,7637,8845,9679
DHA2_150933,5679,7420,6042,5777,6623,7266,5096,6372,5579,9460,5605,4361,4792,6513,7140,5987
DHA2_150934,3526,3603,3857,3429,3196,2721,2826,2707,3439,3719,4299,3459,3949,3360,3772,3925
DHA2_150935,8444,7684,9746,7809,7369,6405,6560,6980,9338,9078,12564,8802,11500,8317,9076,10330
DHA2_150936,1383,1753,1379,1354,828,1156,790,1639,1291,2696,1475,1263,1170,1239,1886,1323
DHA2_150937,13866,16727,13148,12251,8839,13912,9574,11786,12402,17600,17378,12637,14884,14660,14232,16898
DHA2_150938,18842,27817,23701,27103,25360,28050,14166,27128,16407,30346,21790,17737,18709,17933,25999,20663
DHA2_150939,4670,3741,5947,4478,3975,2615,3770,3917,4235,4878,6241,4164,5694,4876,5231,5985
DHA2_150940,16758,16427,21304,20586,14806,9900,14612,17235,17772,16476,25144,21408,21171,15302,22693,18721
DHA2_150942,2965,3033,3804,3651,3023,2251,2690,3045,3194,3562,3777,2920,3000,2787,3780,3264
DHA2_150944,5761,8037,6123,9034,6231,5476,5076,6856,5662,7458,5434,4823,4453,5842,8429,5863
DHA2_150946,5571,7248,6452,6920,6948,6231,5390,6468,5521,8519,7286,5056,6087,7196,7277,7971
DHA2_150947,3122,2659,3407,3214,3266,2894,2027,2339,3027,3565,4000,2933,3330,2324,2867,2611
DHA2_150948,3342,2984,4282,3291,4111,3642,2110,2737,3603,4562,4180,3366,3475,2516,3277,3398
DHA2_150949,579,580,705,647,742,678,507,601,643,831,654,526,628,512,564,560
DHA2_150950,2424,3381,3082,2752,3272,3006,2766,3735,3196,4600,2673,2464,2291,3396,3957,3513
DHA2_150951,822,731,982,762,686,640,840,830,701,1006,751,585,612,686,880,764
DHA2_150952,1568,1676,1918,1697,1464,1393,1503,1542,1482,2109,1474,1310,1095,1484,1888,1462
DHA2_150953,1916,2197,1938,2251,1676,1631,1395,1970,1876,2553,1444,1532,1387,1742,2351,1983
DHA2_150954,1554,1913,1836,1950,1584,1263,1525,1826,1629,2238,1818,1568,1417,1812,2127,1912
DHA2_150955,8628,8294,9910,10086,8379,6614,7786,7915,9122,10198,10050,8357,8407,8291,10297,10388
DHA2_150956,7627,5615,8838,7725,5677,4529,5952,5784,8616,7616,11729,7580,9187,7560,7990,9568
DHA2_150957,41196,42992,32161,36493,25027,26316,25822,29963,32464,65139,43998,29098,42767,36517,43314,50791
DHA2_150958,608,934,860,800,667,735,641,893,655,1184,851,721,646,1017,1126,960
DHA2_150959,487,660,479,423,323,364,296,446,273,440,447,487,377,570,646,582
DHA2_15097,22606,29360,22319,19052,27099,23903,25062,27576,21417,29019,28860,22443,24946,29121,34334,29220
DHA2_15099,6705,7343,5635,5078,6090,5058,6371,5972,6303,7707,7834,5752,6846,8199,8296,8474
DHA2_151001,8643,5689,6482,4501,4316,3874,7590,4615,13054,7616,15774,10860,12262,7431,8002,8940
DHA2_151002,1219,1417,1422,1252,895,645,866,1019,1577,1486,2084,1477,1541,1298,1660,1594
DHA2_151003,2880,2985,2488,2062,3986,2908,2540,2441,2605,3551,2619,2107,1961,2923,3289,2504
DHA2_151004,2277,2562,1253,1426,1671,1515,1155,1968,1230,2679,1487,1159,1297,1515,2085,1561
DHA2_151005,7511,8422,5323,4719,3440,4512,7773,9372,6470,9418,5561,5147,5414,6363,9129,5715
DHA2_151006,25181,29416,25653,24737,23288,19829,20092,25418,24745,28393,34518,24205,27367,25987,33634,28996
DHA2_151007,215,340,159,174,166,157,120,276,128,267,144,155,110,132,222,148
DHA2_151009,4641,5385,3362,3229,2469,3342,4955,6299,3789,6247,3584,3282,3420,4976,5841,3571
DHA2_15101,6047,6739,4616,3885,4307,4751,5231,5123,4840,6236,6472,4811,5931,5800,6396,6294
DHA2_151010,1701,2003,1686,1479,1763,1206,1561,1878,1859,2164,2183,1791,1886,2103,2390,1966
DHA2_151011,15403,16794,13748,12116,12258,10066,11034,13853,16293,18604,20098,15945,17844,16054,20037,18934
DHA2_151012,28123,56023,30113,30742,39740,42295,23523,40191,29151,58962,36983,28896,32869,37098,47279,38051
DHA2_151014,1872,1051,1399,923,661,495,1096,835,2196,1402,2759,2217,2501,1372,1701,2137
DHA2_151015,6699,5257,5149,4288,5556,3451,5377,4510,7061,5661,9377,7104,7555,6235,6655,7629
DHA2_151016,3082,1293,1398,959,1140,812,1569,844,2653,1319,2753,2433,2640,1335,1605,2053
DHA2_151017,13897,10886,13611,11510,10929,6346,10454,8710,15213,11553,20333,13964,15670,11525,15347,13182
DHA2_151018,4661,4948,4306,4282,5050,4046,4317,3928,4752,5206,6545,4685,5382,5337,5987,5624
DHA2_151019,5601,6658,6918,7121,8785,7185,4866,5538,6881,9336,11584,7454,8516,8356,9826,9054
DHA2_151020,1417,1454,1243,1147,1090,804,1137,1049,1231,1320,1834,1167,1571,1312,1495,1581
DHA2_151021,5628,6255,5551,5112,5628,3881,4867,4885,5356,5723,6919,5469,5691,5349,6807,5813
DHA2_151022,3595,3284,2815,2821,2998,2211,1792,2444,2606,3440,2964,2441,2500,1948,2805,2484
DHA2_151023,10503,10647,9624,9518,10459,7392,6041,8362,8737,11170,9289,7133,8033,5930,9235,7599
DHA2_151025,8594,10174,7287,7248,8959,8118,6293,8471,7794,13997,8036,7489,7265,8042,10884,9449
DHA2_151026,2298,2162,2252,1818,2127,1868,1731,1813,2669,2604,2525,2161,2365,1904,2376,2244
DHA2_151027,652,399,559,409,241,140,285,287,739,463,743,592,644,348,505,542
DHA2_151028,10718,10661,10696,9672,8694,5946,6359,6966,10590,10495,13231,10006,10954,8458,11309,10851
DHA2_151029,3245,3739,3527,3390,3240,2182,3372,2928,3354,3778,4497,3191,3555,4153,4406,4399
DHA2_151031,1558,2304,1435,1473,1605,2003,1013,1518,1381,2192,1830,1347,1641,1602,1923,1999
DHA2_151032,534,737,581,585,533,569,337,423,471,684,693,501,510,652,621,514
DHA2_151033,2991,2543,2113,1724,1623,1646,1961,1896,2672,3206,3343,2544,3069,2182,2652,2810
DHA2_151034,6205,4936,4688,3670,3599,3783,3958,3692,6847,6064,7640,6335,6566,5087,6021,6154
DHA2_151036,4274,4849,3371,2849,3487,3460,2899,3459,3865,4776,3800,4110,2891,3448,4555,3460
DHA2_151037,1451,2205,1345,1418,1180,1104,1022,1301,1437,2531,1618,1583,1382,1517,2210,1911
DHA2_151038,8800,7039,6306,5337,4402,3486,5886,4857,12340,8911,8208,7850,9006,5664,8527,9250
DHA2_151039,562,573,358,267,235,168,249,276,327,273,346,461,378,344,495,361
DHA2_15104,3899,3050,3075,2550,2618,2309,2289,2326,3774,3731,5837,4357,5083,3979,4576,5086
DHA2_151040,13078,12117,9202,8376,8192,5650,8369,7542,11671,10153,15543,12237,13439,11125,13475,13868
DHA2_151041,33316,21909,34975,26645,22365,10738,22586,17366,37409,31016,45769,37556,44292,26267,35322,33357
DHA2_151042,6279,4343,5503,4585,4163,2459,4050,3522,6087,3616,9675,6578,7541,5262,5831,6613
DHA2_151043,12036,9155,10564,9798,6832,4686,7287,6859,13044,9167,18735,14280,15964,9835,12897,12335
DHA2_151044,2357,2378,1917,1703,1768,1560,1691,1784,1854,1995,2622,1936,2298,2216,2401,2481
DHA2_151045,1676,1369,1361,979,1174,802,1029,966,1520,1432,1599,1277,1252,1270,1584,1380
DHA2_151047,6616,5413,5571,4665,5069,4436,4842,4223,5864,5925,8590,5877,7196,6554,6357,7855
DHA2_151048,4558,2659,3166,2384,2424,2205,2092,1733,3448,2854,5603,3960,5157,3180,3386,4699
DHA2_151049,28371,27583,23969,20336,28292,31745,19819,23489,32476,39615,56375,36595,41834,42846,44539,41832
DHA2_151050,10733,16534,7078,8173,17704,27314,8284,16144,15344,29981,23295,17569,18529,29259,30621,25655
DHA2_151051,20525,27265,17991,16736,24745,26296,16284,19356,15631,27661,23748,17735,23120,24456,26984,26524
DHA2_151052,10167,14383,13148,14002,14013,13914,8283,10882,10164,17496,20582,12788,16583,16999,17766,15933
DHA2_151057,758,799,709,652,878,771,711,672,775,903,720,708,654,892,881,720
DHA2_151058,10345,9683,9690,7798,9350,11283,7637,6932,10333,12357,14675,10441,11165,9610,10673,10651
DHA2_151059,4326,3856,3665,3016,4006,3900,3090,2967,3923,5170,6775,4317,5306,4683,4513,5134
DHA2_15106,68338,52281,59001,50744,52508,46797,36036,33169,57470,65232,75326,56521,73258,58715,64164,74847
DHA2_151060,6012,11094,4778,6165,7321,9486,6741,11429,5727,14009,4112,3971,3941,7178,8798,6119
DHA2_151062,18658,18974,15595,14375,21316,21466,16982,16401,19173,25717,23274,17568,20116,19008,21813,22264
DHA2_151063,22553,22678,21846,24171,22412,21296,13272,14643,23139,28190,34208,22025,25607,25294,27313,29473
DHA2_151064,6062,6382,4650,4664,5498,5652,3973,4265,6346,7603,8533,6393,7511,6183,8027,8133
DHA2_151065,4030,2732,3339,2694,2319,2256,2114,1868,3954,3996,4585,3663,4187,2434,3227,3549
DHA2_151067,3425,3916,2922,2686,3418,3066,3001,3552,3928,5233,3406,3083,3101,3234,4248,3503
DHA2_151068,1791,1910,1804,1476,1721,1117,1812,1510,2048,2069,2412,1793,2014,2275,2346,2404
DHA2_151069,1561,1326,1235,1065,1167,782,984,889,1453,1424,1472,1390,1555,1296,1690,1749
DHA2_151070,17256,14745,16760,14922,14710,9967,11910,10926,18846,18464,28026,18906,21211,17127,19704,18584
DHA2_151072,69290,52555,45906,41742,38281,35776,60636,44620,80719,61690,78406,52523,81524,50319,54227,74873
DHA2_151074,1233,1451,3355,3199,1530,1007,958,1131,1116,1170,2202,1636,1809,2304,2651,2491
DHA2_151075,6340,6287,8829,8408,5087,3058,4013,4267,5117,5761,10865,7814,8885,9328,10662,11254
DHA2_151076,10146,8836,9700,8608,6443,5279,6206,5701,7426,7409,9893,6842,7907,5335,7112,7530
DHA2_151078,342,503,245,205,277,310,190,336,223,381,160,188,159,223,264,240
DHA2_151080,1581,2957,1602,1744,1763,1904,954,1850,1565,3043,965,968,816,1315,1764,1473
DHA2_151081,8790,16193,9330,10482,10172,11437,7630,12257,9222,16687,6277,5489,5246,8495,9842,8925
DHA2_151083,887,710,756,674,609,389,750,657,926,696,896,681,748,570,658,687
DHA2_151085,1050,734,1106,703,916,585,720,549,913,644,959,575,823,509,557,564
DHA2_151086,10575,8918,9544,7477,11187,8660,7940,6597,7452,6734,7720,5111,6317,5528,5234,6215
DHA2_151087,661,1325,633,972,508,707,489,1112,369,937,586,509,342,827,732,613
DHA2_151091,8129,7725,8497,7637,6343,4139,8683,6736,137,271,8926,7644,7182,6801,8896,8044
DHA2_151094,1170,658,945,671,745,418,636,482,716,505,1126,880,1002,643,827,800
DHA2_151095,3163,3355,2666,2305,3352,2895,2687,2484,2163,2005,3494,2509,3085,3265,3400,3726
DHA2_151096,4842,7164,5079,5758,5836,6656,2883,5545,3148,6635,4753,3238,4224,5251,5792,5492
DHA2_151097,6017,6481,5925,5560,6254,4470,5457,5702,5088,6968,6119,4356,4970,5879,6003,6235
DHA2_151098,13899,11960,11923,11674,10789,7636,7786,8679,9263,12350,14516,10158,11653,9735,11766,12217
DHA2_151099,1781,1309,951,729,1024,499,1256,913,1083,1131,975,905,916,964,1069,965
DHA2_151100,2484,2012,1602,1527,1308,977,1734,1541,2124,1626,1869,1935,1467,1567,2088,1847
DHA2_151101,37757,24232,24725,16077,15015,13070,35644,20491,19905,17314,23250,15530,24243,18440,16173,23304
DHA2_151104,719,848,582,623,1206,867,657,853,418,1311,273,220,250,336,375,380
DHA2_151107,260,337,262,285,231,194,406,481,304,403,444,583,357,384,555,452
DHA2_151108,5177,2514,2639,1827,1979,1629,3334,2276,4063,2468,5238,4292,4722,2350,2872,3685
DHA2_151109,10961,12190,13861,12977,17577,13371,10229,10967,8498,10553,11407,7870,9734,11720,11555,12085
DHA2_151110,6829,7895,7342,8484,7387,6086,5905,6609,6379,7371,8276,6104,6712,7356,8388,7965
DHA2_151111,19747,21260,22647,24032,22035,20143,13838,17527,17668,22563,23523,18082,20395,18011,22829,21629
DHA2_151112,622,454,399,360,328,217,298,351,463,362,610,472,491,256,472,309
DHA2_151114,7161,5781,5921,5329,7184,5523,5483,5161,5974,6115,6621,5497,6216,5223,6055,6376
DHA2_151115,5895,4677,5972,5456,3989,2961,4480,4444,7313,6121,9083,6934,6881,3888,6421,5353
DHA2_151116,16211,10945,20267,12985,13562,11244,14167,10866,12151,10154,13567,10996,11065,9492,10077,9872
DHA2_151117,35792,18591,23216,17011,13897,11799,24495,15223,29621,16605,45985,31892,38345,23316,25104,31136
DHA2_151118,8787,14851,8859,8279,8357,10474,7233,9805,7065,13183,6524,4582,5249,7889,7138,6885
DHA2_151119,1359,1446,1303,1094,986,576,831,1007,1090,1271,1044,959,926,553,837,713
DHA2_15112,4417,9159,4335,5553,7958,12221,4120,11041,4167,19179,6479,4329,5339,8306,8609,7397
DHA2_151120,15189,21861,12322,13625,7930,6110,6952,12886,6616,17510,7009,5893,5667,6683,9602,7754
DHA2_151121,9610,8949,9030,6199,8022,7308,8102,6625,8010,8790,9468,7638,8781,7463,9067,8824
DHA2_151122,2726,2354,2809,2094,2085,1191,2602,1840,2523,2084,2390,1940,2059,1924,2432,2134
DHA2_151123,11689,10842,10747,8395,9098,7084,9355,9188,9231,11216,11204,8896,8671,6871,9437,7925
DHA2_151124,4338,2938,3315,2486,3602,3679,3629,2346,2650,2863,3287,2470,2624,2225,2080,2351
DHA2_151125,2226,4002,2027,2603,4879,7416,3215,4609,702,2580,508,427,465,595,643,439
DHA2_151126,1561,1426,943,859,1206,1321,1282,1332,1920,2697,1033,919,941,896,1329,954
DHA2_15113,2745,8686,3660,5476,8609,12017,3997,8911,2836,10096,3887,2566,2821,7604,7281,5018
DHA2_151130,229,254,347,360,11662,6711,2544,3676,536,1405,664,565,597,612,693,790
DHA2_151131,2636,3066,3166,2908,3123,2849,3025,3367,1736,3529,2711,2366,2538,2271,3166,2637
DHA2_151132,812,1137,760,803,1146,805,1239,1225,646,857,922,567,669,1006,923,801
DHA2_151133,8734,8908,6680,6589,9431,7392,6694,7903,5988,7216,10379,5900,7414,6527,7173,7131
DHA2_151134,2281,3778,1885,2297,2443,3087,1734,3371,1718,3245,2489,1877,2296,1978,2886,2346
DHA2_151137,439,435,528,489,447,297,348,334,362,264,346,267,311,286,390,282
DHA2_151138,29701,33586,25909,36685,36520,39084,17495,22211,36374,42761,23593,19435,19465,23353,30346,24247
DHA2_151139,4760,5511,4658,6500,5051,4957,3123,4439,4356,4582,5164,4208,4540,4127,5293,4577
DHA2_151140,10916,7880,8923,8108,12527,11594,6526,7092,9701,8351,11324,8908,10142,8485,10030,8795
DHA2_151141,7258,7884,5891,6088,14059,20314,7322,10162,5792,14412,7242,4995,6578,12875,11686,9001
DHA2_151142,4382,4497,3648,3402,3962,3880,3097,3514,3342,4475,3908,3223,3601,3421,4109,4206
DHA2_151143,805,1052,783,763,532,626,538,768,710,1030,1035,672,688,693,884,782
DHA2_151144,9928,11631,10576,8571,8770,7337,7953,8067,7832,7450,8971,6551,7737,8047,7918,8326
DHA2_151145,7006,8144,6583,7015,6506,6440,4732,6522,5902,9176,6948,5280,5812,5646,6692,6997
DHA2_151147,1614,1224,1224,721,2040,1974,1579,1068,1559,1701,1831,1361,1536,1544,1522,1183
DHA2_151148,5592,5892,5731,6038,4845,5048,3842,4494,3988,5126,4680,3797,4017,4429,4838,4671
DHA2_151149,22479,15640,18502,16258,12361,8162,13402,10161,18226,14554,28669,18549,22106,15085,16117,18891
DHA2_151150,9306,4566,6284,4759,4902,3474,5585,3495,9259,5519,13141,9295,11120,5520,6576,8782
DHA2_151151,4388,5985,3510,3463,4570,5519,3952,5290,3575,6768,4446,3327,3723,5424,4951,5502
DHA2_151152,1576,1715,1586,1164,1571,1065,1577,1442,1261,1796,1454,1266,1149,1195,1460,1480
DHA2_151153,9808,8332,8974,8208,6121,4890,5339,5574,8681,8014,11867,8338,8653,5351,7582,6797
DHA2_151154,24428,26276,25388,26274,30200,25343,21668,24025,21196,26096,27583,19891,22469,23267,27200,25096
DHA2_151160,886,781,3075,2777,2661,1503,1904,1435,5638,3824,3351,2984,3102,1900,2767,2832
DHA2_151161,643,666,728,706,726,419,813,607,1178,643,763,793,722,551,841,760
DHA2_151162,29,54,106,106,43,55,58,78,100,124,128,147,85,99,145,130
DHA2_151166,994,1232,2240,1931,1620,1130,1645,1477,1995,1942,1117,752,781,1155,1070,1076
DHA2_151168,16093,12561,6445,7056,9692,8958,9764,9095,79120,42665,26564,20317,22500,13691,17174,18666
DHA2_151171,4895,3084,1422,1409,3346,2280,4829,3271,4631,2765,8389,6689,7534,4969,6004,6713
DHA2_151172,522,678,302,405,677,662,434,616,599,584,832,696,646,489,844,609
DHA2_151173,3391,2431,2825,2507,3391,2434,1977,1889,3241,2940,3541,2584,3006,2335,2501,2903
DHA2_151176,2015,2676,2190,2049,3115,4324,1634,2780,1564,3296,1736,1796,1661,2625,2949,2058
DHA2_151177,3371,4015,2553,2875,3095,3502,2511,3606,3145,4614,4835,3209,3781,3637,4442,4441
DHA2_151180,4993,8044,4465,4665,7281,9171,3780,6452,4841,9952,5574,4653,4593,5559,7309,5958
DHA2_151181,2250,3728,2597,2591,3094,3143,2538,3276,2202,3776,2716,2076,2084,3189,3454,2917
DHA2_151182,1499,1220,1161,917,1025,707,877,845,1184,943,1231,1066,980,840,1100,1113
DHA2_151183,9155,8696,6381,5639,6132,6641,6351,6705,8811,10499,10012,7638,8059,7059,8524,8137
DHA2_151184,8341,14225,6795,6950,10029,15267,7647,11573,7494,15795,7671,5817,6056,10396,10155,8947
DHA2_151185,279,252,311,225,290,332,215,251,262,337,250,299,260,224,369,328
DHA2_151186,14268,25924,7696,7741,12300,11339,689481,623436,6555,10154,17401,10369,9138,17626,16624,14425
DHA2_151188,1073,1443,912,975,1038,1171,883,1077,1010,1423,797,776,793,1030,1290,1082
DHA2_151189,526,808,556,455,571,643,518,623,659,864,484,482,367,612,749,571
DHA2_151191,627,495,463,395,468,368,346,398,494,489,567,498,555,379,575,468
DHA2_151195,1847,2349,2279,2194,2059,1347,1893,2273,2417,3071,3002,2201,2111,3036,3266,2729
DHA2_151196,7341,9736,5781,8070,9080,10547,5168,10828,5642,15023,5475,5425,5880,7056,9274,7425
DHA2_151197,3967,4281,3169,2953,3263,2900,3465,3766,4285,5280,5208,3701,4437,4143,4756,4971
DHA2_151198,2191,2109,1551,1406,1521,1625,1472,1747,2236,2667,2824,2050,2497,1678,2379,2530
DHA2_151199,9246,8896,7748,6319,7665,5763,9396,7865,9891,7468,9459,6813,8460,8034,9820,9500
DHA2_15120,3321,5019,3741,3608,5343,4939,3776,4687,3311,5146,4260,3058,3654,5275,4833,4638
DHA2_151201,11650,5576,6109,4000,4516,2995,7645,4214,11220,6518,13045,9623,10812,6470,7047,9064
DHA2_151202,3849,4620,3615,3446,3350,3211,3587,3661,3832,3744,4080,2877,2973,3786,3689,3602
